t,x,v,a,id,lane,oldLane,pos,event,Vehicle
0,0,0,0,0,0,-1,1700,lane info,No vehicle yet
0,0,0,0,0,1,-1,300,lane info,No vehicle yet
0,0,0,0,0,2,-1,1000,lane info,No vehicle yet
0,0,0,0,0,3,-1,1700,lane info,No vehicle yet
0,0,0,0,0,4,-1,300,lane info,No vehicle yet
0,0,0,0,0,5,-1,1000,lane info,No vehicle yet
0,0,0,0,0,6,-1,1700,lane info,No vehicle yet
0,0,0,0,0,7,-1,300,lane info,No vehicle yet
8.92049595233061,0,33.333333333333336,0,300,-1,-1,0,start,electric car
8.92049595233061,0,33.333333333333336,0,300,6,-1,0,enter lane,electric car
9,2.65,33.33333637803731,7.65924267980383e-05,300,6,-1,2.65,timer,electric car
10,35.98,33.333894659315455,0.0010399701294848296,300,6,-1,35.98,timer,electric car
10.76796904746019,0,33.333333333333336,0,600,-1,-1,0,start,electric car
10.76796904746019,0,33.333333333333336,0,600,0,-1,0,enter lane,electric car
11,69.31,33.33541631829628,0.002003347832171621,300,6,-1,69.31,timer,electric car
11,7.73,33.33334823602042,0.0001284543025013796,600,0,-1,7.73,timer,electric car
12,102.65,33.3379013549798,0.0029667255348584123,300,6,-1,102.65,timer,electric car
12,41.06,33.333753494561954,0.0006820627805743217,600,0,-1,41.06,timer,electric car
12.309363872626282,0,33.333333333333336,0,0,-1,-1,0,start,car
12.309363872626282,0,33.333333333333336,0,0,3,-1,0,enter lane,car
13,135.99,33.341349769366005,0.003930103237545204,300,6,-1,135.99,timer,electric car
13,74.39,33.334712361581566,0.001235671258647264,600,0,-1,74.39,timer,electric car
13,23.02,33.33339285021111,0.00017235379215833733,0,3,-1,23.02,timer,car
14,169.33,33.34576156145489,0.004893480940231995,300,6,-1,169.33,timer,electric car
14,107.73,33.33622483707925,0.001789279736720206,600,0,-1,107.73,timer,electric car
14,56.35,33.33368998301882,0.00042191182326474215,0,3,-1,56.35,timer,car
15,202.68,33.35113673124647,0.005856858642918786,300,6,-1,202.68,timer,electric car
15,141.07,33.338290921055005,0.002342888214793148,600,0,-1,141.07,timer,electric car
15,89.68,33.33423667385764,0.000671469854371147,0,3,-1,89.68,timer,car
16,236.03,33.357475278740736,0.0068202363456055775,300,6,-1,236.03,timer,electric car
16,174.41,33.34091061350883,0.00289649669286609,600,0,-1,174.41,timer,electric car
16,123.01,33.335032922727564,0.0009210278854775518,0,3,-1,123.01,timer,car
17,269.39,33.364777203937685,0.007783614048292369,300,6,-1,269.39,timer,electric car
17,207.75,33.34408391444073,0.003450105170939032,600,0,-1,207.75,timer,electric car
17,156.35,33.33607872962859,0.0011705859165839565,0,3,-1,156.35,timer,car
17.633170638204625,0,33.333333333333336,0,601,-1,-1,0,start,car
17.633170638204625,0,33.333333333333336,0,601,0,-1,0,enter lane,car
18,302.76,33.37304250683732,0.00874699175097916,300,6,-1,302.76,timer,electric car
18,241.09,33.347810823850715,0.004003713649011974,600,0,-1,241.09,timer,electric car
18,189.69,33.33737409456072,0.0014201439476903613,0,3,-1,189.69,timer,car
18,12.23,33.333366075701306,0.00017851552455100107,601,0,-1,12.23,timer,car
18,12.23,33.333366075701306,0.00017851552455100107,601,0,-1,12.23,change slow,car
18,12.23,33.333366075701306,0.00017851552455100107,601,6,0,12.23,enter lane 6,car
19,336.14,33.3822618131102,0.009575974364706707,300,6,-1,336.14,timer,electric car
19,274.44,33.35209134173876,0.004557322127084916,600,0,-1,274.44,timer,electric car
19,223.03,33.33891901752396,0.001669701978796766,0,3,-1,223.03,timer,car
19,46.06,34.333366075701306,1,601,6,0,46.06,timer,car
19.73300822719341,0,33.333333333333336,0,301,-1,-1,0,start,HGV
19.73300822719341,0,33.333333333333336,0,301,6,-1,0,enter lane,HGV
20,369.53,33.391837787474905,0.009575974364706707,300,6,-1,369.53,timer,electric car
20,307.79,33.35692546810488,0.005110930605157858,600,0,-1,307.79,timer,electric car
20,256.37,33.34071349851831,0.0019192600099031708,0,3,-1,256.37,timer,car
20,80.9,35.333366075701306,1.0,601,6,0,80.9,timer,car
20,8.9,33.33335015747905,0.00012602744676395796,301,6,-1,8.9,timer,HGV
21,116.73,36.333366075701306,1.0,601,6,0,116.73,leave lane 0,car
21,116.73,36.333366075701306,0,601,6,-1,116.73,done change slow,car
21,402.93,33.40141376183961,0.009575974364706707,300,6,-1,402.93,timer,electric car
21,341.15,33.362313202949075,0.0056645390832308,600,0,-1,341.15,timer,electric car
21,289.71,33.34275753754377,0.002168818041009576,0,3,-1,289.71,timer,car
21,116.73,36.333366075701306,0,601,6,-1,116.73,timer,car
21,42.23,33.333712198652826,0.0005980549007906116,301,6,-1,42.23,timer,HGV
22,436.34,33.41098973620432,0.009575974364706707,300,6,-1,436.34,timer,electric car
22,374.52,33.368133227130386,0.005851641613230998,600,0,-1,374.52,timer,electric car
22,323.05,33.345051134600325,0.0024183760721159806,0,3,-1,323.05,timer,car
22,153.06,36.33182583373849,-0.003080483925634241,601,6,-1,153.06,timer,car
22,75.56,33.33454626728063,0.0010700823548172652,301,6,-1,75.56,timer,HGV
22.071807837311795,0,33.333333333333336,0,1,-1,-1,0,start,car
22.071807837311795,0,33.333333333333336,0,1,3,-1,0,enter lane,car
23,469.76,33.42056571056903,0.009575974364706707,300,6,-1,469.76,timer,electric car
23,407.89,33.37398486874362,0.005851641613230998,600,0,-1,407.89,timer,electric car
23,356.39,33.3475942896375,0.002667775352527468,0,3,-1,356.39,timer,car
23,189.39,36.32720510785004,-0.006160967851268482,601,6,-1,189.39,timer,car
23,108.9,33.335852363362456,0.0015421098088439188,301,6,-1,108.9,timer,HGV
23,30.94,33.33333213529583,-2.581442853206883e-06,1,3,-1,30.94,timer,car
23,30.94,33.33333213529583,-2.581442853206883e-06,1,3,-1,30.94,change slow,car
23,30.94,33.33333213529583,-2.581442853206883e-06,1,0,3,30.94,enter lane 0,car
24,503.19,33.43014168493374,0.009575974364706707,300,6,-1,503.19,timer,electric car
24,441.27,33.37983651035685,0.005851641613230998,600,0,-1,441.27,timer,electric car
24,389.74,33.35026206499003,0.002667775352527468,0,3,-1,389.74,timer,car
24,225.71,36.31950389803596,-0.009241451776902722,601,6,-1,225.71,timer,car
24,142.24,33.33763048689831,0.0020141372628705726,301,6,-1,142.24,timer,HGV
24,64.77,34.33333213529583,1,1,0,3,64.77,timer,car
25,536.62,33.439717659298445,0.009575974364706707,300,6,-1,536.62,timer,electric car
25,474.65,33.385688151970086,0.005851641613230998,600,0,-1,474.65,timer,electric car
25,423.09,33.352929840342554,0.002667775352527468,0,3,-1,423.09,timer,car
25,262.02,36.308722204296245,-0.012321935702536964,601,6,-1,262.02,timer,car
25,175.58,33.33988063788819,0.0024861647168972264,301,6,-1,175.58,timer,HGV
25,99.6,35.33333213529583,1,1,0,3,99.6,timer,car
26,135.43,36.33333213529583,1,1,0,3,135.43,leave lane 3,car
26,135.43,36.33333213529583,0,1,0,-1,135.43,done change slow,car
26,570.06,33.44929363366315,0.009575974364706707,300,6,-1,570.06,timer,electric car
26,508.04,33.39153979358332,0.005851641613230998,600,0,-1,508.04,timer,electric car
26,456.44,33.35559761569508,0.002667775352527468,0,3,-1,456.44,timer,car
26,298.32,36.29486002663089,-0.015402419628171205,601,6,-1,298.32,timer,car
26,208.92,33.3426028163321,0.00295819217092388,301,6,-1,208.92,timer,HGV
26,135.43,36.33333213529583,0,1,0,-1,135.43,timer,car
27,603.51,33.45886960802786,0.009575974364706707,300,6,-1,603.51,timer,electric car
27,541.43,33.39739143519655,0.005851641613230998,600,0,-1,541.43,timer,electric car
27,489.8,33.35826539104761,0.002667775352527468,0,3,-1,489.8,timer,car
27,334.61,36.277917365039904,-0.018482903553805444,601,6,-1,334.61,timer,car
27,242.26,33.34579702223004,0.003430219624950534,301,6,-1,242.26,timer,HGV
27,171.76,36.33167853430948,-0.00330720197269505,1,0,-1,171.76,timer,car
28,636.97,33.46844558239257,0.009575974364706707,300,6,-1,636.97,timer,electric car
28,574.83,33.40324307680979,0.005851641613230998,600,0,-1,574.83,timer,electric car
28,523.16,33.36093316640014,0.002667775352527468,0,3,-1,523.16,timer,car
28,370.88,36.25789421952329,-0.021563387479439686,601,6,-1,370.88,timer,car
28,275.61,33.3494540968903,0.003809261553995095,301,6,-1,275.61,timer,HGV
28,208.09,36.32671773135044,-0.0066144039453901,1,0,-1,208.09,timer,car
29,670.44,33.47802155675728,0.009575974364706707,300,6,-1,670.44,timer,electric car
29,608.24,33.40909471842302,0.005851641613230998,600,0,-1,608.24,timer,electric car
29,556.52,33.363600941752665,0.002667775352527468,0,3,-1,556.52,timer,car
29,407.13,36.23479059008103,-0.024643871405073927,601,6,-1,407.13,timer,car
29,308.96,33.353263358444295,0.003809261553995095,301,6,-1,308.96,timer,HGV
29,244.41,36.318449726418706,-0.00992160591808515,1,0,-1,244.41,timer,car
30,703.92,33.487597531121985,0.009575974364706707,300,6,-1,703.92,timer,electric car
30,641.65,33.414946360036254,0.005851641613230998,600,0,-1,641.65,timer,electric car
30,589.88,33.36626871710519,0.002667775352527468,0,3,-1,589.88,timer,car
30,443.35,36.20860647671314,-0.02772435533070817,601,6,-1,443.35,timer,car
30,342.32,33.35707261999829,0.003809261553995095,301,6,-1,342.32,timer,HGV
30,280.72,36.306874519514274,-0.0132288078907802,1,0,-1,280.72,timer,car
30.076227991204956,0,33.333333333333336,0,602,-1,-1,0,start,electric car
30.076227991204956,0,33.333333333333336,0,602,0,-1,0,enter lane,electric car
30.540066183704578,0,33.333333333333336,0,302,-1,-1,0,start,electric car
30.540066183704578,0,33.333333333333336,0,302,6,-1,0,enter lane,electric car
31,737.42,33.497173505486685,0.009575974364706707,300,6,-1,737.42,timer,electric car
31,675.07,33.42079800164949,0.005851641613230998,600,0,-1,675.07,timer,electric car
31,623.25,33.36893649245772,0.002667775352527468,0,3,-1,623.25,timer,car
31,479.54,36.17934187941962,-0.03080483925634241,601,6,-1,479.54,timer,car
31,375.68,33.36088188155229,0.003809261553995095,301,6,-1,375.68,timer,HGV
31,317.02,36.291992110637146,-0.01653600986347525,1,0,-1,317.02,timer,car
31,30.79,33.33358994071417,0.00055556431325764,602,0,-1,30.79,timer,electric car
31,15.33,33.33338800953622,0.00023775682911520354,302,6,-1,15.33,timer,electric car
31,30.79,33.33358994071417,0.00055556431325764,602,0,-1,30.79,change slow,electric car
31,30.79,33.33358994071417,0.00055556431325764,602,6,0,30.79,enter lane 6,electric car
32,770.92,33.50674947985139,0.009575974364706707,300,6,-1,770.92,timer,electric car
32,708.49,33.42664964326272,0.005851641613230998,600,0,-1,708.49,timer,electric car
32,656.62,33.37160426781025,0.002667775352527468,0,3,-1,656.62,timer,car
32,515.7,36.14744593275681,-0.03222186186213416,601,6,-1,515.7,timer,car
32,409.04,33.364691143106285,0.003809261553995095,301,6,-1,409.04,timer,HGV
32,353.3,36.27380249978733,-0.0198432118361703,1,0,-1,353.3,timer,car
32,64.62,34.33358994071417,1,602,6,0,64.62,timer,electric car
32,48.66,33.33388423488917,0.0007546938767761849,302,6,-1,48.66,timer,electric car
33,804.43,33.5163254542161,0.009575974364706707,300,6,-1,804.43,timer,electric car
33,741.92,33.432501284875954,0.005851641613230998,600,0,-1,741.92,timer,electric car
33,689.99,33.374272043162776,0.002667775352527468,0,3,-1,689.99,timer,car
33,551.83,36.115224070894676,-0.03222186186213416,601,6,-1,551.83,timer,car
33,442.41,33.36850040466028,0.003809261553995095,301,6,-1,442.41,timer,HGV
33,389.56,36.25230568696482,-0.023150413808865348,1,0,-1,389.56,timer,car
33,99.45,35.33358994071417,1,602,6,0,99.45,timer,electric car
33,81.99,33.33489739728978,0.0012716309244371663,302,6,-1,81.99,timer,electric car
34,135.28,36.33358994071417,1,602,6,0,135.28,leave lane 0,electric car
34,135.28,36.33358994071417,0,602,6,-1,135.28,done change slow,electric car
34,837.95,33.52590142858081,0.009575974364706707,300,6,-1,837.95,timer,electric car
34,775.36,33.43835292648919,0.005851641613230998,600,0,-1,775.36,timer,electric car
34,723.37,33.376939818515304,0.002667775352527468,0,3,-1,723.37,timer,car
34,587.93,36.08300220903254,-0.03222186186213416,601,6,-1,587.93,timer,car
34,475.78,33.37230966621428,0.003809261553995095,301,6,-1,475.78,timer,HGV
34,425.8,36.22750167216961,-0.026457615781560397,1,0,-1,425.8,timer,car
34,135.28,36.33358994071417,0,602,6,-1,135.28,timer,electric car
34,115.33,33.33642749673805,0.0017885679720981477,302,6,-1,115.33,timer,electric car
34.58531359396073,0,33.333333333333336,0,2,-1,-1,0,start,car
34.58531359396073,0,33.333333333333336,0,2,3,-1,0,enter lane,car
35,871.48,33.53547740294552,0.009575974364706707,300,6,-1,871.48,timer,electric car
35,808.8,33.44420456810242,0.005851641613230998,600,0,-1,808.8,timer,electric car
35,756.75,33.37960759386783,0.002667775352527468,0,3,-1,756.75,timer,car
35,624.0,36.05078034717041,-0.03222186186213416,601,6,-1,624.0,timer,car
35,509.15,33.376118927768275,0.003809261553995095,301,6,-1,509.15,timer,HGV
35,462.01,36.199390455401705,-0.029764817754255445,1,0,-1,462.01,timer,car
35,171.61,36.33043740089491,-0.006305079638518063,602,6,-1,171.61,timer,electric car
35,148.67,33.33847453323398,0.002305505019759129,302,6,-1,148.67,timer,electric car
35,13.82,33.33335166424301,8.84085391333426e-05,2,3,-1,13.82,timer,car
35,13.82,33.33335166424301,8.84085391333426e-05,2,3,-1,13.82,change slow,car
35,13.82,33.33335166424301,8.84085391333426e-05,2,0,3,13.82,enter lane 0,car
36,905.02,33.545053377310225,0.009575974364706707,300,6,-1,905.02,timer,electric car
36,842.25,33.450056209715655,0.005851641613230998,600,0,-1,842.25,timer,electric car
36,790.13,33.38227536922036,0.002667775352527468,0,3,-1,790.13,timer,car
36,660.03,36.018558485308276,-0.03222186186213416,601,6,-1,660.03,timer,car
36,542.53,33.37992818932227,0.003809261553995095,301,6,-1,542.53,timer,HGV
36,498.19,36.167972036661105,-0.033072019726950494,1,0,-1,498.19,timer,car
36,207.94,36.32097978143713,-0.012610159277036126,602,6,-1,207.94,timer,electric car
36,182.01,33.34103850677757,0.0028224420674201104,302,6,-1,182.01,timer,electric car
36,47.65,34.33335166424301,1,2,0,3,47.65,timer,car
37,938.57,33.55462935167493,0.009575974364706707,300,6,-1,938.57,timer,electric car
37,875.7,33.45590785132889,0.005851641613230998,600,0,-1,875.7,timer,electric car
37,823.51,33.38494314457289,0.002667775352527468,0,3,-1,823.51,timer,car
37,696.03,35.98633662344614,-0.03222186186213416,601,6,-1,696.03,timer,car
37,575.91,33.38373745087627,0.003809261553995095,301,6,-1,575.91,timer,HGV
37,534.34,36.133472793922834,-0.03515555696974838,1,0,-1,534.34,timer,car
37,244.25,36.30521708234083,-0.01891523891555419,602,6,-1,244.25,timer,electric car
37,215.35,33.34411941736882,0.0033393791150810917,302,6,-1,215.35,timer,electric car
37,82.48,35.33335166424301,1,2,0,3,82.48,timer,car
37.172394390241436,0,33.333333333333336,0,603,-1,-1,0,start,car
37.172394390241436,0,33.333333333333336,0,603,0,-1,0,enter lane,car
38,118.32,36.33335166424301,1.0,2,0,3,118.32,leave lane 3,car
38,118.32,36.33335166424301,0,2,0,-1,118.32,done change slow,car
38,972.13,33.56420532603964,0.009575974364706707,300,6,-1,972.13,timer,electric car
38,909.16,33.46175949294212,0.005851641613230998,600,0,-1,909.16,timer,electric car
38,856.9,33.387610919925415,0.002667775352527468,0,3,-1,856.9,timer,car
38,732.0,35.95411476158401,-0.03222186186213416,601,6,-1,732.0,timer,car
38,609.3,33.387546712430265,0.003809261553995095,301,6,-1,609.3,timer,HGV
38,570.46,36.098317236953086,-0.03515555696974838,1,0,-1,570.46,timer,car
38,280.54,36.28314930360602,-0.025220318554072252,602,6,-1,280.54,timer,electric car
38,248.7,33.34771726500774,0.003856316162742073,302,6,-1,248.7,timer,electric car
38,118.32,36.33335166424301,0,2,0,-1,118.32,timer,car
38,27.59,33.33348077729532,0.00035631455428456404,603,0,-1,27.59,timer,car
38,27.59,33.33348077729532,0.00035631455428456404,603,0,-1,27.59,change slow,car
